"","GEOID","NAME","pop","blk_tot","wht_tot","hsp_tot","aapi_tot","hhs","renter_hh","owner_hh","med_inc","year","pct_wht","pct_blk","pct_hsp","pct_aapi","rent_pct","tract"
"361",42101016500,"Census Tract 165, Philadelphia County, Pennsylvania",3121,2611,316,502,63,1067,648,411,12268,2020,10.1249599487344,83.6590836270426,16.0845882729894,2.01858378724768,60.7310215557638,"016500"
"362",42101037500,"Census Tract 375, Philadelphia County, Pennsylvania",3727,1598,1470,195,347,1345,364,1068,35034,2020,39.4419103836866,42.8763080225382,5.23209015293802,9.31043734907432,27.0631970260223,"037500"
"363",42101024100,"Census Tract 241, Philadelphia County, Pennsylvania",1415,1011,237,43,0,592,177,229,15345,2020,16.7491166077738,71.4487632508834,3.03886925795053,0,29.8986486486487,"024100"
"364",42101035702,"Census Tract 357.02, Philadelphia County, Pennsylvania",4330,26,3327,145,761,1667,1098,682,25298,2020,76.8360277136259,0.600461893764434,3.34872979214781,17.5750577367206,65.8668266346731,"035702"
"365",42101020000,"Census Tract 200, Philadelphia County, Pennsylvania",1420,1064,132,231,10,696,220,129,9345,2020,9.29577464788732,74.9295774647887,16.2676056338028,0.704225352112676,31.6091954022989,"020000"
"366",42101021400,"Census Tract 214, Philadelphia County, Pennsylvania",3779,347,3212,167,72,1768,1877,867,49892,2020,84.9960306959513,9.18232336596983,4.41915850754168,1.90526594337126,106.165158371041,"021400"
"367",42101025600,"Census Tract 256, Philadelphia County, Pennsylvania",2817,1082,1382,291,87,1141,397,1073,45991,2020,49.0592829250976,38.4096556620518,10.3301384451544,3.08839190628328,34.7940403155127,"025600"
"368",42101027100,"Census Tract 271, Philadelphia County, Pennsylvania",2786,1933,207,156,432,968,315,812,29441,2020,7.4300071787509,69.3826274228284,5.59942569992821,15.5061019382627,32.5413223140496,"027100"
"369",42101000102,"Census Tract 1.02, Philadelphia County, Pennsylvania",2988,184,2640,138,58,1837,1540,803,78058,2020,88.3534136546185,6.15796519410977,4.61847389558233,1.94109772423025,83.8323353293413,"000102"
"370",42101038301,"Census Tract 383.01, Philadelphia County, Pennsylvania",2745,960,985,1350,0,919,324,519,12728,2020,35.8834244080146,34.9726775956284,49.1803278688525,0,35.2557127312296,"038301"
"371",42101008102,"Census Tract 81.02, Philadelphia County, Pennsylvania",4786,3971,369,169,0,1979,530,1507,23750,2020,7.70998746343502,82.9711659005433,3.5311324697033,0,26.7812026275897,"008102"
"372",42101025700,"Census Tract 257, Philadelphia County, Pennsylvania",3997,1538,1953,292,191,2047,1485,584,44454,2020,48.861646234676,38.4788591443583,7.305479109332,4.77858393795347,72.5451880801172,"025700"
"373",42101033101,"Census Tract 331.01, Philadelphia County, Pennsylvania",5476,915,3764,543,347,1647,373,1702,26561,2020,68.736303871439,16.709276844412,9.91599707815924,6.33674214755296,22.6472374013358,"033101"
"374",42101000404,"Census Tract 4.04, Philadelphia County, Pennsylvania",3383,177,2814,37,350,2309,1522,652,67050,2020,83.1806089269879,5.23204256577003,1.09370381318357,10.3458468814662,65.9159809441317,"000404"
"375",42101007400,"Census Tract 74, Philadelphia County, Pennsylvania",4506,3223,478,72,94,1678,956,784,22457,2020,10.6080781180648,71.5268530847759,1.59786950732357,2.0861074123391,56.9725864123957,"007400"
"376",42101009802,"Census Tract 98.02, Philadelphia County, Pennsylvania",5660,4944,509,145,34,1971,413,2261,32196,2020,8.99293286219081,87.3498233215548,2.56183745583039,0.600706713780919,20.9538305428716,"009802"
"377",42101011900,"Census Tract 119, Philadelphia County, Pennsylvania",5213,4775,243,44,0,2015,622,1454,27851,2020,4.66142336466526,91.5979282562824,0.844043736811817,0,30.8684863523573,"011900"
"378",42101014400,"Census Tract 144, Philadelphia County, Pennsylvania",4648,458,3106,1264,300,2063,1815,1517,54936,2020,66.8244406196213,9.85370051635112,27.1944922547332,6.45438898450947,87.9786718371304,"014400"
"379",42101018002,"Census Tract 180.02, Philadelphia County, Pennsylvania",6276,73,4838,444,320,2336,712,1975,30679,2020,77.087316762269,1.16316124920331,7.07456978967495,5.09878903760357,30.4794520547945,"018002"
"380",42101025400,"Census Tract 254, Philadelphia County, Pennsylvania",4410,3718,441,118,25,1882,427,1514,33724,2020,10,84.3083900226757,2.67573696145125,0.566893424036281,22.6886291179596,"025400"
"381",42101028100,"Census Tract 281, Philadelphia County, Pennsylvania",4738,4171,324,176,0,1795,598,1423,26408,2020,6.83832840861123,88.0329252849304,3.71464753060363,0,33.3147632311978,"028100"
"382",42101031101,"Census Tract 311.01, Philadelphia County, Pennsylvania",4967,1716,931,1706,685,1600,798,1108,20891,2020,18.7437084759412,34.5480169116167,34.3466881417355,13.7910207368633,49.875,"031101"
"383",42101035900,"Census Tract 359, Philadelphia County, Pennsylvania",5352,104,3617,330,1177,2196,350,1812,26927,2020,67.5822122571002,1.94319880418535,6.16591928251121,21.99177877429,15.9380692167577,"035900"
"384",42101020600,"Census Tract 206, Philadelphia County, Pennsylvania",1770,322,1146,238,99,850,579,325,32153,2020,64.7457627118644,18.1920903954802,13.4463276836158,5.59322033898305,68.1176470588235,"020600"
"385",42101003100,"Census Tract 31, Philadelphia County, Pennsylvania",4575,2796,1287,372,140,2086,886,1159,31820,2020,28.1311475409836,61.1147540983607,8.13114754098361,3.06010928961749,42.4736337488015,"003100"
"386",42101017500,"Census Tract 175, Philadelphia County, Pennsylvania",6928,1670,2135,5169,0,2544,1072,1028,13011,2020,30.816974595843,24.1050808314088,74.6102771362587,0,42.1383647798742,"017500"
"387",42101000803,"Census Tract 8.03, Philadelphia County, Pennsylvania",2921,103,2361,129,323,1822,1227,769,59552,2020,80.8284833960972,3.52618966107497,4.41629578911332,11.0578568983225,67.3435784851811,"000803"
"388",42101026000,"Census Tract 260, Philadelphia County, Pennsylvania",3206,3050,81,21,0,1295,372,1051,32119,2020,2.52651278852152,95.134123518403,0.655021834061135,0,28.7258687258687,"026000"
"389",42101000901,"Census Tract 9.01, Philadelphia County, Pennsylvania",1976,124,1491,63,344,1464,1300,67,50376,2020,75.4554655870445,6.2753036437247,3.18825910931174,17.4089068825911,88.7978142076503,"000901"
"390",42101011000,"Census Tract 110, Philadelphia County, Pennsylvania",3346,2674,239,120,32,1329,394,354,13237,2020,7.14285714285714,79.9163179916318,3.58637178720861,0.956365809922295,29.6463506395786,"011000"
"391",42101032300,"Census Tract 323, Philadelphia County, Pennsylvania",3809,1480,1667,1002,0,1474,371,968,19556,2020,43.7647676555526,38.8553426096088,26.3061170911,0,25.1696065128901,"032300"
"392",42101008302,"Census Tract 83.02, Philadelphia County, Pennsylvania",4586,4411,65,86,0,1770,737,705,17228,2020,1.41735717400785,96.1840383776712,1.87527256868731,0,41.638418079096,"008302"
"393",42101002702,"Census Tract 27.02, Philadelphia County, Pennsylvania",4300,124,3680,325,167,1905,736,1743,47340,2020,85.5813953488372,2.88372093023256,7.55813953488372,3.88372093023256,38.6351706036745,"002702"
"394",42101012203,"Census Tract 122.03, Philadelphia County, Pennsylvania",791,142,162,82,272,533,419,0,51610,2020,20.480404551201,17.9519595448799,10.3666245259166,34.3868520859671,78.6116322701689,"012203"
"395",42101980001,"Census Tract 9800.01, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,2020,NA,NA,NA,NA,NA,"980001"
"396",42101005400,"Census Tract 54, Philadelphia County, Pennsylvania",1552,1101,285,90,87,696,460,279,32378,2020,18.3634020618557,70.9407216494845,5.79896907216495,5.60567010309278,66.0919540229885,"005400"
"397",42101008602,"Census Tract 86.02, Philadelphia County, Pennsylvania",3126,1822,834,81,295,1417,1396,256,21000,2020,26.679462571977,58.2853486884197,2.59117082533589,9.43698016634677,98.5179957657022,"008602"
"398",42101013800,"Census Tract 138, Philadelphia County, Pennsylvania",1645,1021,441,48,40,778,477,360,30176,2020,26.8085106382979,62.0668693009119,2.91793313069909,2.43161094224924,61.3110539845758,"013800"
"399",42101989300,"Census Tract 9893, Philadelphia County, Pennsylvania",123,80,34,0,9,0,0,0,2499,2020,27.6422764227642,65.0406504065041,0,7.31707317073171,NA,"989300"
"400",42101032600,"Census Tract 326, Philadelphia County, Pennsylvania",7862,885,4710,1221,1011,2906,705,2726,31439,2020,59.9084202493004,11.2566776901552,15.5303993894683,12.8593233273976,24.2601514108741,"032600"
"401",42101036400,"Census Tract 364, Philadelphia County, Pennsylvania",999,147,792,89,8,249,19,236,27964,2020,79.2792792792793,14.7147147147147,8.90890890890891,0.800800800800801,7.63052208835341,"036400"
"402",42101019502,"Census Tract 195.02, Philadelphia County, Pennsylvania",3955,438,1357,3159,0,1192,470,379,12311,2020,34.3109987357775,11.0745891276865,79.8735777496839,0,39.4295302013423,"019502"
"403",42101021200,"Census Tract 212, Philadelphia County, Pennsylvania",2683,416,2023,145,92,1181,631,1197,46013,2020,75.4006708907939,15.5050316809542,5.40439806187104,3.42899739098025,53.4292972057578,"021200"
"404",42101025300,"Census Tract 253, Philadelphia County, Pennsylvania",4968,4247,552,0,61,1964,839,1575,30997,2020,11.1111111111111,85.487117552335,0,1.22785829307568,42.7189409368635,"025300"
"405",42101027200,"Census Tract 272, Philadelphia County, Pennsylvania",4746,3770,323,500,252,1836,505,1516,35513,2020,6.80573114201433,79.4353139485883,10.535187526338,5.30973451327434,27.5054466230937,"027200"
"406",42101000200,"Census Tract 2, Philadelphia County, Pennsylvania",3175,170,902,268,1898,1439,612,1259,32723,2020,28.4094488188976,5.35433070866142,8.44094488188976,59.7795275590551,42.5295343988881,"000200"
"407",42101037600,"Census Tract 376, Philadelphia County, Pennsylvania",3293,655,1625,404,698,1490,1296,563,41083,2020,49.3470999088977,19.890677194048,12.2684482235044,21.1964773762527,86.9798657718121,"037600"
"408",42101000801,"Census Tract 8.01, Philadelphia County, Pennsylvania",1631,26,1361,69,132,868,830,257,62229,2020,83.4457388105457,1.59411404046597,4.23053341508277,8.09319435928878,95.6221198156682,"000801"
